PMID,country
36550562,Austria
36550562,Canada
36550562,Netherlands
36550562,United States
37085913,South Africa
37085913,Tanzania
37085913,Netherlands
38057927,Australia
38057927,Canada
38057927,New Zealand
38057927,United States
38057927,United Kingdom
38169391,France
38556879,Iran
36929347,Denmark
36929347,Greece
36929347,Italy
36929347,China
36929347,United Kingdom
27033859,Canada
27033859,Switzerland
29667014,Germany
29667014,Switzerland
34569335,Netherlands
23408502,United States
23512912,United States
28382755,United States
26708700,United States
21455122,United States
18719632,Germany
26152590,Germany
32000816,China
32093711,Switzerland
33054780,Netherlands
18361800,Greece
27656840,Germany
27656840,Italy
25888393,Italy
34082801,Brazil
34082801,Netherlands
37329423,India
37329423,Taiwan
37329423,United Kingdom
18199844,Mexico
22422538,United States
29097481,France
29097481,Germany
29097481,Switzerland Switzerland
30442864,Arizona
30442864,New Mexico
30442864,and
30442868,Alabama
30442868,United States
30442868,Delaware
30442868,Georgia
30442868,Indiana
30442868,Missouri
30442868,North Carolina
30442868,Virginia
34117080,Alabama
34117080,United States
18044196,Australia
23610518,Brazil
26491273,France
26491273,Italy
31213783,China
31213783,United States
31571853,Japan
31571853,Kitakyushu 802-0052 Japan
20856830,Hungary
30214185,Belgium
30214185,United Kingdom
30214185,United States
30584293,Germany
30584293,South Africa
30584293,Switzerland
30584293,United States
30584293,-wide
29471711,United States
35775679,Kahramanmaras-Turkiye
26899019,Austria
26899019,Canada
26899019,China
26899019,France
26899019,Massachusetts
26899019,United States
29981438,North Carolina
29981438,Tennessee
20521348,United States
25490004,United States
21847062,United States
18166842,United States
20631635,United States
19404210,Germany
23857399,Italy
31178920,United States
35770120,China
35799647,China
30378456,Germany
30378456,Switzerland
30378456,United States
20358414,Vietnam
21408154,United States
21673801,Canada
22383996,Spain
22238630,Czechia
22276195,Germany
22461892,Australia
22590619,Germany
22984466,Portugal
22606309,United Kingdom
23056245,Australia
22768299,United States
23272097,United States
23638141,Taiwan
23383019,Germany
23805174,United States
25061882,South Korea
24348909,France
24348909,Switzerland
24642756,Netherlands
24642756,United Kingdom
24664087,Spain
24505299,Jamaica
24505299,Japan
24586994,Norway
24586490,United Kingdom
24586490,United States
24743402,Canada
25093572,Rwanda
25093572,Netherlands
25329716,Japan
26083430,United States
25647685,United Kingdom
25647685,United States
25799317,Australia
25799317,United Kingdom
25799317,Vietnam
25985442,Germany
25915616,Austria
25915616,Benin
25915616,France
25915616,Germany
25915616,Kenya
25915616,Mozambique
25915616,Spain
25915616,Tanzania
25915616,United Kingdom
25885258,Germany
25781025,United Kingdom
26016656,France
26061040,Malawi
26061040,South Africa
26061040,Uganda
26061040,United States
26061040,Zimbabwe
26859142,United Kingdom
26422633,P
26555069,Thailand
26555069,United States
26382239,Australia
26382239,South Africa
26382239,Uganda
26382239,United Kingdom
26637182,Netherlands
26872219,Sweden
26872219,Uganda
27171140,Switzerland
27973619,Taiwan
27644034,Ghana
28107540,Canada
29073200,Italy
29073200,Repubblica di San Marino
29474402,France
29953516,Japan
29529066,United Kingdom
29775461,United States
30551124,Australia
30551124,Nepal
30551124,Netherlands
30707710,France
30849107,Australia
30849107,Denmark
30325939,Belgium
30325939,France
30325939,Georgia
30325939,Republic of Moldova
30325939,Romania
30325939,United States
30261073,United Kingdom
30180192,United States
30289950,Canada
30289950,Germany
30289950,New Zealand
30289950,Sweden
30289950,United States
30586354,Malawi
30586354,Mozambique
30586354,United Kingdom
30586354,United States
30995285,Germany
30188950,United States
31314805,United Kingdom
30716136,Colombia
30716136,Poland
30943248,Spain
30995272,Barbados
30995272,United Kingdom
30845259,Japan
30995260,United States
30969976,the People's Republic of China
31158245,United States
31726468,Israel
31726468,United States
31550251,United Kingdom
32218600,United States
32271833,Australia
32271833,Italy
32459801,Japan
33984029,Germany
33373402,United States
33544759,Hawaii
33544759,South Africa
33544759,Uganda
33544759,United States
33544759,Zimbabwe
34555031,Belgium
34555031,France
34555031,New Zealand
34555031,Singapore
33227017,Democratic Republic of Congo
33227017,China
33227017,Republique Democratique du Congo
33831015,Nepal
33831015,United States
33822809,Japan
36413549,Canada
36413549,Japan
36413549,United States
34293034,Germany
34293034,United States
35202432,China
35202432,Sweden
35609024,Pakistan
35609024,UAE
35901040,Sweden
34748549,Egypt
34748549,United Arab Emirates
34748549,United States
35709298,Egypt
34982783,South Korea
35213637,United States
35294465,Switzerland
35294465,United States
36378675,South Korea
36996136,Ireland
36996136,United States
36227845,China
37018234,Canada
37018234,Switzerland
36574387,United States
37816022,Australia
37816022,South Africa
38381711,India
38381711,Saudi Arabia
38527037,Lithuania
38870202,United States
39024345,Colombia
39378237,Germany
39378237,Ireland
39378237,Switzerland
39405303,China
19367335,United States
20711459,Peru
23945999,Germany
23945999,-uni-bochumde
24526184,United Kingdom
28707277,United States
24642719,Ireland
24784719,Australia
24784719,Germany
24784719,Mexico
22848766,Switzerland
27812090,Belgium
27812090,Cambodia
27812090,Democratic Republic of the Congo
27812090,France
27812090,Geneva Switzerland
27812090,Nepal
27812090,Sudan
27812090,Switzerland
22763150,Mexico
30038202,Italy
19515296,United States
30650251,Netherlands
30650251,United States
39278770,United Kingdom
39278770,Cegla)
39278770,Quest)
27909950,China
27909950,France
27909950,Taiwan
27909950,Netherlands
27909950,United Kingdom
27909950,United States
22226261,United States
22538142,United States
28654304,United States
26134834,United States
26232355,United States
30107086,Germany
33827990,South Korea
24245491,Australia
26908939,Canada
26908939,Columbia
26908939,Czechia
26908939,Romania
26908939,Netherlands
26908939,United Kingdom
26908939,United States
28961803,United States
32161949,Ireland
32161949,Spain
32161949,United States
37310877,Canada
37310877,Netherlands
28643265,Austria
28643265,Belgium
28643265,Germany
28643265,Greece
28643265,Netherlands
28643265,Switzerland
28643265,United Kingdom
29297178,Poland
24507585,Sweden
29793516,Germany
31088530,Japan
31292006,Iran
19270639,Italy
20332720,Turkey
22820819,Italy
32935954,Czech Republic -
32935954,Czechia
34767967,United States
37977335,Finland
37977335,Italy
37977335,United States
36693536,Brazil
36693536,United States
21435610,Netherlands
22230154,Italy
38842992,Japan
38842992,United States
35272808,United Kingdom
29659183,Australia
29659183,Canada
29659183,France
29659183,Germany
29659183,Italy
29659183,United States
30575287,Finland
33720541,Spain
27682985,United Kingdom
32930519,Egypt
19456313,Germany
25563443,United States
29684342,Egypt
27526682,China
27793157,Italy
28511709,South Korea
29788981,Australia
29788981,China
29788981,Japan
29788981,South Korea
29788981,Switzerland
29788981,Taiwan
29788981,United States
35527346,Australia
31330513,China
22459966,Japan
28138341,Australia
28138341,Denmark
28138341,United States
19769596,United States
29637739,United States
31664782,Finland
35137532,United States
37551782,China
26854931,United States
31190751,Japan
31564829,South Korea
37408867,China
38225972,China
38774484,China
38774484,United States
26834462,Hungary
26834462,Japan
28182127,China
27306058,China
27306058,Denmark
21668987,Sweden
24267640,Poland
34402199,United Kingdom
34402199,Zimbabwe
38054535,Kenya
38054535,United States
38054535,Uganda
38965976,Kenya
38965976,United States
28325826,United States
28325826,Massachusetts
28325826,Wisconsin
29903741,United States
25484037,CA USA
32291360,Iran
28619486,Australia
35083729,Denmark
35083729,Sweden
36997318,Iran
35396667,Japan
35396667,United States
33728742,United States
23000038,China
38738780,China
38738780,Finland
38738780,The Netherland
38738780,Netherlands
33138740,Pakistan
33138740,South Africa
33138740,United States
34402770,South Africa
23498082,Germany
33040584,Aurora
33040584,United States
33040584,FR)
33040584,Finland
33040584,MRP)
33040584,Sweden
33040584,Switzerland
33040584,United Kingdom
39351676,Belgium
39351676,France
39351676,VP)
39351676,Netherlands
29246909,Brazil
21889432,France
31400480,Iran
34839056,Italy
32428341,Canada
32428341,Netherlands
32428341,United Kingdom
32428341,United States
26268313,Italy
26268313,Switzerland
26268313,United Kingdom
33747373,South Korea
26796524,Turkey
34090515,Spain
31910895,Netherlands
31910895,United Kingdom
26630942,United States
26239078,Norway
23618477,United States
22980158,Iran
38828248,India
33325645,Japan
24067385,United States
25111121,United States
26506377,South Korea
26506377,New Zealand
27384580,United States
28146065,Australia
28146065,Canada
28353655,Australia
29462997,South Korea
29462997,United States
30044438,United States
30096952,Japan
30103444,Italy
30347780,United States
30558260,Germany
31694220,Peru
31694220,Spain
32272653,Spain
33207743,Greece
33255561,Finland
33255561,India
33255561,Norway
33322629,Italy
34209004,Italy
34209004,United States
34836092,Denmark
34836092,Sweden
34836092,United Kingdom
34836092,United States
35215467,Pakistan
35215467,United Kingdom
35565826,Italy
35631300,United States
35683985,Angola
35683985,Mozambique
35683985,Portugal
35956320,Japan
36297076,Australia
36297076,United States
37432352,Australia
37960157,Spain
38674901,Japan
30765948,India
30765948,Saudi Arabia
32086787,Japan
39128125,China
28376474,France
28478437,United States
35031227,United States
35031227,France
35031227,Germany
35031227,United Kingdom
35031227,Australia
31358046,Italy
32586366,Australia
32586366,China
35548481,South Korea
27827358,United Kingdom
27827358,United States
32532991,Sweden
36261423,Mexico
36261423,United States
36801916,China
36801916,United States
37951954,Argentina
37951954,Brazil
37951954,Germany
37951954,Italy
37951954,Romania
37951954,South Korea
37951954,Spain
37951954,Switzerland
37951954,United Kingdom
37951954,United States
38378685,Italy
38378685,United States
39402039,United Kingdom
27054798,United States
27320828,Australia
27320828,Brazil
35388976,China
37018831,Brazil)
37081454,Belgium
39320569,Egypt
21516182,United States
27875076,United States
36553450,Israel
36553450,United Kingdom
26941843,Germany
35074611,Netherlands
36174484,United Kingdom
25539779,Australia
25762226,United Kingdom
25468508,Taiwan
25468508,United States
26224016,France
26603250,Australia
27591024,New Zealand
27591024,United Kingdom
29102982,Italy
29102982,Luxembourg
29102982,United Kingdom
28630086,United Kingdom
28899892,Sweden
28899892,United Kingdom
29084796,France
29084796,United States
28827268,France
28827268,Luxembourg
29247102,Japan
29909374,United Kingdom
30772850,United Kingdom
31699727,United Kingdom
32819927,Spain
32404389,Malawi
32404389,United States
33323432,South Korea
33837106,Denmark
35022169,Netherlands
35667722,United States
36127121,Australia
37709328,Australia
37709328,Sri Lanka
37984956,China
34337905,Australia
25210629,Iran
33231679,United States
33864466,United States
32670199,China
33935971,Sweden
37124726,Sweden
34130445,South Korea
32010141,Germany
34975830,Iran
34975830,Japan
34975830,United Kingdom
34858404,Chile
34858404,China
34858404,United States
37457729,China
37942328,China
39606219,China
33632775,United States
33632775,Colorado
33632775,Illinois
33632775,Massachusetts
33632775,Virginia
33632775,a wholly owned subsidiary of Takeda Pharmaceutical Company Limited
38691346,Arkansas
38691346,United States
38691346,Canada
38691346,Colorado
38691346,Israel
38691346,Massachusetts
38691346,Oregon
38691346,Tennessee
32345594,China
32345594,Massachusetts
32345594,Singapore
29666372,Canada
29666372,France
29666372,United States
38218952,China
38218952,United States
38622150,New Zealand
26762482,Japan
27620282,China
27620282,United States
27819322,China
27905560,Taiwan
27966652,China
28008988,China
28008988,United States
28276487,Germany
28276487,United States
34707169,Brazil
28630433,China
28724962,Belgium
28724962,Denmark
28724962,India
28724962,Norway
